filename,rouge_1_recall,rouge_1_precision,rouge_1_f_score,rouge_2_recall,rouge_2_precision,rouge_2_f_score,rouge_l_recall,rouge_l_precision,rouge_l_f_score
langchain-openai_25904064.txt.json,0.51948,0.26144,0.34783,0.21053,0.10526,0.14035,0.32468,0.1634,0.21739
langchain-openai_26009832.txt.json,0.34259,0.54815,0.42165,0.13953,0.22388,0.17192,0.25,0.4,0.30769
langchain-openai_26061748.txt.json,0.37629,0.5935,0.46057,0.14508,0.22951,0.17778,0.18557,0.29268,0.22713
langchain-openai_26135587.txt.json,0.40741,0.54225,0.46526,0.12766,0.17021,0.1459,0.25397,0.33803,0.29003
langchain-openai_26362109.txt.json,0.43478,0.56911,0.49296,0.125,0.16393,0.14184,0.19876,0.26016,0.22535
langchain-openai_26388769.txt.json,0.56,0.48276,0.51852,0.21774,0.1875,0.20149,0.352,0.30345,0.32593
langchain-openai_26425313.txt.json,0.35683,0.69231,0.47093,0.12832,0.25,0.16959,0.25991,0.50427,0.34302
langchain-openai_26620827.txt.json,0.625,0.59322,0.6087,0.2973,0.28205,0.28947,0.38393,0.36441,0.37392
langchain-openai_26693196.txt.json,0.32377,0.60769,0.42246,0.12346,0.23256,0.16129,0.2541,0.47692,0.33155
langchain-openai_26698563.txt.json,0.31884,0.52381,0.3964,0.09223,0.152,0.1148,0.23188,0.38095,0.28828
langchain-openai_26759600.txt.json,0.36184,0.63953,0.46218,0.13907,0.24706,0.17796,0.22368,0.39535,0.28571
langchain-openai_26771015.txt.json,0.31169,0.66667,0.42478,0.12609,0.27103,0.17211,0.25541,0.5463,0.34808
langchain-openai_26867006.txt.json,0.30939,0.52336,0.38889,0.1,0.16981,0.12587,0.18232,0.30841,0.22917
langchain-openai_26883674.txt.json,0.31159,0.58503,0.40661,0.10182,0.19178,0.13302,0.23188,0.43537,0.3026
langchain-openai_26989696.txt.json,0.57488,0.53604,0.55478,0.23301,0.21719,0.22482,0.33333,0.31081,0.32168
langchain-openai_26989706.txt.json,0.30928,0.65934,0.42105,0.12435,0.26667,0.16961,0.25773,0.54945,0.35088
langchain-openai_27398178.txt.json,0.47534,0.76259,0.58564,0.24775,0.39855,0.30556,0.34529,0.55396,0.42541
langchain-openai_28025003.txt.json,0.42941,0.54478,0.48026,0.14793,0.18797,0.16556,0.26471,0.33582,0.29605
langchain-openai_28081773.txt.json,0.37931,0.45294,0.41287,0.08416,0.10059,0.09164,0.16749,0.2,0.18231
langchain-openai_28085050.txt.json,0.48454,0.32867,0.39167,0.14583,0.09859,0.11764,0.23711,0.16084,0.19167
langchain-openai_28328845.txt.json,0.39474,0.6,0.47619,0.15419,0.2349,0.18617,0.32018,0.48667,0.38625
langchain-openai_28341742.txt.json,0.33205,0.71667,0.45383,0.12016,0.2605,0.16446,0.17375,0.375,0.23747
langchain-openai_28357313.txt.json,0.33333,0.56667,0.41975,0.11024,0.18792,0.13896,0.16863,0.28667,0.21235
langchain-openai_28532672.txt.json,0.46835,0.61667,0.53237,0.19915,0.26257,0.2265,0.27848,0.36667,0.31655
langchain-openai_28751072.txt.json,0.41885,0.68376,0.51948,0.22105,0.36207,0.27451,0.37173,0.60684,0.46104
langchain-openai_28835437.txt.json,0.41148,0.63235,0.49855,0.17308,0.26667,0.20992,0.18182,0.27941,0.22029
langchain-openai_29232865.txt.json,0.39899,0.66949,0.5,0.14213,0.23932,0.17834,0.19192,0.32203,0.24051
langchain-openai_29372157.txt.json,0.28519,0.63115,0.39286,0.09294,0.20661,0.12821,0.21481,0.47541,0.29591
langchain-openai_29720994.txt.json,0.30897,0.66429,0.42177,0.12,0.25899,0.16401,0.17608,0.37857,0.24036
langchain-openai_29853884.txt.json,0.43448,0.47727,0.45487,0.13889,0.15267,0.14545,0.22759,0.25,0.23827
langchain-openai_30050108.txt.json,0.25455,0.56452,0.35088,0.08029,0.17886,0.11083,0.14545,0.32258,0.2005
langchain-openai_30278795.txt.json,0.30392,0.62626,0.40924,0.09852,0.20408,0.13289,0.21569,0.44444,0.29043
langchain-openai_30296261.txt.json,0.36996,0.66887,0.47641,0.10662,0.19333,0.13744,0.19414,0.35099,0.25
langchain-openai_30338186.txt.json,0.34123,0.72727,0.46451,0.15238,0.32653,0.20779,0.27014,0.57576,0.36774
langchain-openai_30400950.txt.json,0.43902,0.52427,0.47787,0.13115,0.15686,0.14286,0.30081,0.35922,0.32743
langchain-openai_30412320.txt.json,0.28968,0.72277,0.41359,0.09163,0.23,0.13105,0.18254,0.45545,0.26062
langchain-openai_30621090.txt.json,0.34272,0.63478,0.44512,0.10377,0.19298,0.13497,0.1784,0.33043,0.2317
langchain-openai_30697269.txt.json,0.37008,0.48454,0.41965,0.15079,0.19792,0.17117,0.33858,0.4433,0.38393
langchain-openai_30785934.txt.json,0.31488,0.71654,0.4375,0.12847,0.29365,0.17874,0.21453,0.48819,0.29807
langchain-openai_31114497.txt.json,0.41919,0.74775,0.53722,0.15736,0.28182,0.20195,0.32828,0.58559,0.42071
langchain-openai_31292491.txt.json,0.29565,0.5913,0.3942,0.07424,0.14912,0.09913,0.16957,0.33913,0.22609
langchain-openai_31387225.txt.json,0.40957,0.62602,0.49517,0.14973,0.22951,0.18123,0.21277,0.3252,0.25724
langchain-openai_31438536.txt.json,0.36667,0.45517,0.40615,0.10056,0.125,0.11146,0.18889,0.23448,0.20923
langchain-openai_31515467.txt.json,0.31915,0.7438,0.44665,0.12811,0.3,0.17955,0.26241,0.61157,0.36724
langchain-openai_31598157.txt.json,0.36967,0.67826,0.47853,0.12381,0.22807,0.16049,0.18009,0.33043,0.23312
langchain-openai_31623127.txt.json,0.43814,0.55921,0.49133,0.1399,0.17881,0.15698,0.21649,0.27632,0.24277
langchain-openai_31646728.txt.json,0.3035,0.59091,0.40103,0.09375,0.18321,0.12403,0.24514,0.47727,0.32391
langchain-openai_31692481.txt.json,0.34431,0.7931,0.48017,0.15015,0.34722,0.20964,0.26347,0.6069,0.36743
langchain-openai_31734469.txt.json,0.3883,0.55303,0.45625,0.14439,0.20611,0.16982,0.20745,0.29545,0.24375
langchain-openai_31776283.txt.json,0.25083,0.65517,0.36277,0.11258,0.29565,0.16307,0.17822,0.46552,0.25776
langchain-openai_31878829.txt.json,0.29268,0.74336,0.42,0.11189,0.28571,0.16081,0.16725,0.42478,0.24
langchain-openai_31921993.txt.json,0.28571,0.65421,0.39772,0.07787,0.17925,0.10857,0.22449,0.51402,0.3125
langchain-openai_31933937.txt.json,0.35652,0.69492,0.47126,0.17467,0.34188,0.23121,0.2087,0.40678,0.27587
langchain-openai_32116644.txt.json,0.29487,0.34328,0.31724,0.09032,0.10526,0.09722,0.16667,0.19403,0.17931
langchain-openai_32252380.txt.json,0.47391,0.69427,0.56331,0.20524,0.30128,0.24416,0.25652,0.3758,0.30491
langchain-openai_32281301.txt.json,0.24,0.71287,0.3591,0.10033,0.3,0.15037,0.18333,0.54455,0.27431
langchain-openai_32524041.txt.json,0.28916,0.62609,0.39561,0.07661,0.16667,0.10497,0.2249,0.48696,0.30769
langchain-openai_32547622.txt.json,0.17914,0.60769,0.27671,0.04091,0.13953,0.06327,0.10658,0.36154,0.16463
langchain-openai_32694387.txt.json,0.41152,0.59172,0.48544,0.14463,0.20833,0.17073,0.19753,0.28402,0.23301
langchain-openai_32751594.txt.json,0.51825,0.4965,0.50714,0.25735,0.24648,0.2518,0.22628,0.21678,0.22143
langchain-openai_32823611.txt.json,0.47343,0.65772,0.55056,0.18447,0.25676,0.21469,0.28019,0.38926,0.32584
langchain-openai_32859047.txt.json,0.58636,0.57589,0.58108,0.23744,0.23318,0.23529,0.26364,0.25893,0.26126
langchain-openai_32922090.txt.json,0.18506,0.65517,0.2886,0.09446,0.33721,0.14758,0.16234,0.57471,0.25317
langchain-openai_32967898.txt.json,0.35857,0.65693,0.46392,0.156,0.28676,0.20207,0.1992,0.36496,0.25773
langchain-openai_32992627.txt.json,0.27751,0.58,0.3754,0.08654,0.18182,0.11727,0.19139,0.4,0.2589
langchain-openai_33050010.txt.json,0.24064,0.28481,0.26087,0.00538,0.00637,0.00583,0.13904,0.16456,0.15073
langchain-openai_33053851.txt.json,0.3369,0.59434,0.43004,0.0914,0.1619,0.11684,0.17647,0.31132,0.22526
langchain-openai_33195652.txt.json,0.27719,0.56429,0.37176,0.10563,0.21583,0.14184,0.20702,0.42143,0.27765
langchain-openai_33269027.txt.json,0.30709,0.60938,0.40838,0.09881,0.19685,0.13158,0.21654,0.42969,0.28796
langchain-openai_33315875.txt.json,0.29044,0.62205,0.39599,0.08118,0.1746,0.11083,0.13971,0.29921,0.19048
langchain-openai_33330683.txt.json,0.35333,0.59551,0.44351,0.14094,0.23864,0.17722,0.18667,0.31461,0.23431
langchain-openai_33420151.txt.json,0.29126,0.67416,0.40678,0.12683,0.29545,0.17747,0.17961,0.41573,0.25085
langchain-openai_33425836.txt.json,0.28444,0.53333,0.37101,0.04464,0.08403,0.05831,0.12444,0.23333,0.16231
langchain-openai_33597031.txt.json,0.28623,0.68696,0.40409,0.13091,0.31579,0.18509,0.22101,0.53043,0.31202
langchain-openai_33711246.txt.json,0.4581,0.64062,0.5342,0.19101,0.26772,0.22295,0.27933,0.39062,0.32573
langchain-openai_33810185.txt.json,0.51961,0.70199,0.59719,0.26108,0.35333,0.30028,0.29902,0.40397,0.34366
langchain-openai_33890804.txt.json,0.26295,0.62264,0.36975,0.056,0.13333,0.07887,0.21912,0.51887,0.30812
langchain-openai_33945221.txt.json,0.31818,0.44681,0.37168,0.09137,0.12857,0.10682,0.22727,0.31915,0.26549
langchain-openai_33968158.txt.json,0.30962,0.74,0.43657,0.10924,0.26263,0.1543,0.23013,0.55,0.32449
langchain-openai_34007765.txt.json,0.28,0.66038,0.39326,0.08824,0.20886,0.12406,0.18933,0.44654,0.26591
langchain-openai_34111113.txt.json,0.43605,0.43353,0.43479,0.17544,0.17442,0.17493,0.18605,0.18497,0.18551
langchain-openai_34194233.txt.json,0.21683,0.63208,0.32289,0.0487,0.14286,0.07264,0.15858,0.46226,0.23615
langchain-openai_34374204.txt.json,0.30451,0.59559,0.40298,0.09434,0.18519,0.125,0.15414,0.30147,0.20398
langchain-openai_34393272.txt.json,0.52713,0.53125,0.52918,0.16406,0.16535,0.1647,0.28682,0.28906,0.28794
langchain-openai_34407074.txt.json,0.36123,0.64062,0.46197,0.11947,0.2126,0.15298,0.17181,0.30469,0.21972
langchain-openai_34485977.txt.json,0.41447,0.71186,0.5239,0.22112,0.38068,0.27975,0.33224,0.57062,0.41996
langchain-openai_34496629.txt.json,0.41176,0.48276,0.44444,0.07921,0.09302,0.08556,0.22549,0.26437,0.24339
langchain-openai_34591906.txt.json,0.375,0.57868,0.45509,0.15842,0.2449,0.19239,0.20724,0.3198,0.2515
langchain-openai_34787529.txt.json,0.33632,0.57252,0.42373,0.13964,0.23846,0.17614,0.27354,0.46565,0.34463
langchain-openai_34790706.txt.json,0.31058,0.66912,0.42424,0.11986,0.25926,0.16393,0.20819,0.44853,0.28438
langchain-openai_34835196.txt.json,0.47,0.68613,0.55786,0.19598,0.28676,0.23283,0.255,0.37226,0.30267
langchain-openai_34867043.txt.json,0.37705,0.69697,0.48936,0.13169,0.24427,0.17112,0.18033,0.33333,0.23404
langchain-openai_34977426.txt.json,0.40884,0.42045,0.41456,0.11667,0.12,0.11831,0.20994,0.21591,0.21288
langchain-openai_35012613.txt.json,0.40418,0.64804,0.49785,0.17483,0.2809,0.21552,0.28571,0.4581,0.35193
langchain-openai_35014954.txt.json,0.24723,0.57759,0.34625,0.05556,0.13043,0.07793,0.12546,0.2931,0.17571
langchain-openai_35062787.txt.json,0.34973,0.51613,0.41694,0.08242,0.12195,0.09836,0.18579,0.27419,0.2215
langchain-openai_35099707.txt.json,0.41071,0.45545,0.43192,0.17117,0.19,0.18009,0.24107,0.26733,0.25352
langchain-openai_35134952.txt.json,0.38554,0.59627,0.46829,0.1129,0.175,0.13725,0.17671,0.27329,0.21464
langchain-openai_35141450.txt.json,0.31679,0.61481,0.41813,0.11877,0.23134,0.15696,0.19466,0.37778,0.25693
langchain-openai_35195153.txt.json,0.37248,0.77083,0.50226,0.19192,0.3986,0.25909,0.28523,0.59028,0.38461
langchain-openai_35224181.txt.json,0.52195,0.57527,0.54731,0.12745,0.14054,0.13368,0.22927,0.25269,0.24041
langchain-openai_35271201.txt.json,0.24042,0.60526,0.34414,0.05594,0.14159,0.0802,0.12892,0.32456,0.18454
langchain-openai_35290508.txt.json,0.27397,0.70796,0.39506,0.08591,0.22321,0.12407,0.19521,0.50442,0.28149
langchain-openai_35300244.txt.json,0.39474,0.63025,0.48544,0.08995,0.14407,0.11075,0.16842,0.26891,0.20712
langchain-openai_35410568.txt.json,0.40293,0.6044,0.48352,0.14706,0.22099,0.1766,0.337,0.50549,0.4044
langchain-openai_35449781.txt.json,0.35906,0.71333,0.47768,0.15825,0.31544,0.21076,0.26846,0.53333,0.35715
langchain-openai_35458558.txt.json,0.46396,0.5508,0.50366,0.17647,0.20968,0.19165,0.25225,0.29947,0.27384
langchain-openai_35494918.txt.json,0.38012,0.63107,0.47446,0.12353,0.20588,0.15441,0.17544,0.29126,0.21898
langchain-openai_35520829.txt.json,0.43976,0.584,0.50172,0.1697,0.22581,0.19377,0.22289,0.296,0.25429
langchain-openai_35574795.txt.json,0.28788,0.43511,0.3465,0.07614,0.11538,0.09174,0.10606,0.16031,0.12766
langchain-openai_35578328.txt.json,0.41853,0.69312,0.52191,0.11538,0.19149,0.144,0.30032,0.49735,0.3745
langchain-openai_35646759.txt.json,0.55039,0.56349,0.55686,0.21094,0.216,0.21344,0.41085,0.42063,0.41568
langchain-openai_35721901.txt.json,0.38605,0.68595,0.49405,0.14486,0.25833,0.18563,0.24186,0.42975,0.30952
langchain-openai_35723332.txt.json,0.57353,0.64286,0.60622,0.2266,0.25414,0.23958,0.28922,0.32418,0.3057
langchain-openai_35841019.txt.json,0.2399,0.73643,0.36191,0.08608,0.26562,0.13002,0.18939,0.5814,0.28571
langchain-openai_35888225.txt.json,0.41176,0.58333,0.48275,0.12593,0.17895,0.14783,0.20588,0.29167,0.24138
langchain-openai_35893822.txt.json,0.42202,0.64789,0.51111,0.22581,0.34752,0.27375,0.26147,0.40141,0.31667
langchain-openai_35925677.txt.json,0.209,0.73864,0.32581,0.05161,0.18391,0.0806,0.11576,0.40909,0.18046
langchain-openai_35931619.txt.json,0.43049,0.70588,0.53482,0.16667,0.27407,0.20728,0.34081,0.55882,0.4234
langchain-openai_35956361.txt.json,0.2491,0.552,0.34329,0.09783,0.21774,0.135,0.1444,0.32,0.199
langchain-openai_36159459.txt.json,0.47788,0.73469,0.57909,0.17778,0.27397,0.21563,0.30088,0.46259,0.36461
langchain-openai_36225403.txt.json,0.28108,0.64198,0.39098,0.11413,0.2625,0.15909,0.14054,0.32099,0.19549
langchain-openai_36432595.txt.json,0.35185,0.47899,0.40569,0.06832,0.09322,0.07885,0.17901,0.2437,0.20641
langchain-openai_36613060.txt.json,0.49727,0.50838,0.50276,0.20879,0.21348,0.21111,0.3388,0.34637,0.34254
langchain-openai_36621986.txt.json,0.39184,0.70073,0.50262,0.16393,0.29412,0.21052,0.29796,0.53285,0.3822
langchain-openai_36624486.txt.json,0.19565,0.70435,0.30624,0.08475,0.30702,0.13283,0.16184,0.58261,0.25331
langchain-openai_36671830.txt.json,0.28676,0.59091,0.38613,0.05535,0.1145,0.07463,0.13235,0.27273,0.17822
langchain-openai_36726508.txt.json,0.63889,0.58974,0.61333,0.31469,0.29032,0.30201,0.39583,0.36538,0.38
langchain-openai_36802665.txt.json,0.45513,0.52206,0.4863,0.11613,0.13333,0.12414,0.21154,0.24265,0.22603
langchain-openai_36818744.txt.json,0.37186,0.61157,0.4625,0.11616,0.19167,0.14465,0.20603,0.33884,0.25625
langchain-openai_36912920.txt.json,0.23509,0.62617,0.34184,0.06338,0.16981,0.09231,0.17193,0.45794,0.25
langchain-openai_36914096.txt.json,0.38846,0.60479,0.47307,0.17375,0.27108,0.21177,0.32692,0.50898,0.39812
langchain-openai_36928733.txt.json,0.47945,0.44304,0.46053,0.13103,0.12102,0.12583,0.33562,0.31013,0.32237
langchain-openai_36949825.txt.json,0.2764,0.60544,0.37953,0.09657,0.21233,0.13276,0.22981,0.5034,0.31556
langchain-openai_37011573.txt.json,0.55639,0.54015,0.54815,0.18182,0.17647,0.17911,0.2782,0.27007,0.27407
langchain-openai_37180128.txt.json,0.30878,0.67702,0.42412,0.1392,0.30625,0.1914,0.24929,0.54658,0.34241
langchain-openai_37237016.txt.json,0.48198,0.82308,0.60795,0.25792,0.44186,0.32572,0.32432,0.55385,0.40909
langchain-openai_37238785.txt.json,0.46383,0.7415,0.57068,0.23504,0.37671,0.28947,0.26809,0.42857,0.32985
langchain-openai_37243314.txt.json,0.41971,0.74675,0.53738,0.20513,0.36601,0.26291,0.23723,0.42208,0.30374
langchain-openai_37280640.txt.json,0.34185,0.70395,0.46021,0.13141,0.27152,0.1771,0.26518,0.54605,0.35699
langchain-openai_37286057.txt.json,0.38182,0.48837,0.42857,0.15244,0.19531,0.17123,0.26667,0.34109,0.29932
langchain-openai_37327065.txt.json,0.32268,0.67333,0.43628,0.08974,0.18792,0.12147,0.22045,0.46,0.29806
langchain-openai_37502665.txt.json,0.45909,0.59412,0.51795,0.19635,0.25444,0.22165,0.26818,0.34706,0.30256
langchain-openai_37530966.txt.json,0.388,0.71324,0.50259,0.13655,0.25185,0.17709,0.256,0.47059,0.33161
langchain-openai_37541907.txt.json,0.28689,0.7554,0.41585,0.09589,0.25362,0.13916,0.20765,0.54676,0.30099
langchain-openai_37544128.txt.json,0.20455,0.54878,0.29802,0.06849,0.18519,0.1,0.15909,0.42683,0.23179
langchain-openai_37674046.txt.json,0.38764,0.44516,0.41441,0.10734,0.12338,0.1148,0.2191,0.25161,0.23423
langchain-openai_37684701.txt.json,0.43333,0.62903,0.51315,0.13383,0.19459,0.15859,0.27037,0.39247,0.32017
langchain-openai_37714356.txt.json,0.40878,0.71176,0.51931,0.17288,0.30178,0.21983,0.25,0.43529,0.3176
langchain-openai_37737892.txt.json,0.29249,0.73267,0.41808,0.12698,0.32,0.18181,0.13439,0.33663,0.19209
langchain-openai_37757567.txt.json,0.56316,0.62209,0.59116,0.2381,0.26316,0.25,0.42632,0.47093,0.44752
langchain-openai_37927490.txt.json,0.32157,0.66667,0.43386,0.1063,0.22131,0.14362,0.16863,0.34959,0.22751
langchain-openai_37959984.txt.json,0.20415,0.62766,0.30809,0.04167,0.12903,0.063,0.10381,0.31915,0.15666
langchain-openai_37962046.txt.json,0.36913,0.51887,0.43137,0.09459,0.13333,0.11067,0.16779,0.23585,0.19608
langchain-openai_37969975.txt.json,0.29204,0.58929,0.39054,0.07556,0.15315,0.10119,0.15044,0.30357,0.20118
langchain-openai_38053954.txt.json,0.42381,0.66917,0.51895,0.15311,0.24242,0.18768,0.2381,0.37594,0.29155
langchain-openai_7579465.txt.json,0.53073,0.54913,0.53977,0.20225,0.2093,0.20571,0.26816,0.27746,0.27273
langchain-openai_9060889.txt.json,0.38267,0.72603,0.50118,0.1558,0.29655,0.20428,0.28881,0.54795,0.37825
langchain-openai_9747750.txt.json,0.42991,0.47917,0.45321,0.13208,0.14737,0.13931,0.20561,0.22917,0.21675
openai_10023032.txt.json,0.30769,0.65455,0.4186,0.103,0.22018,0.14035,0.18803,0.4,0.25581
openai_10666450.txt.json,0.52915,0.55924,0.54378,0.16667,0.17619,0.1713,0.23767,0.25118,0.24424
openai_11250870.txt.json,0.28958,0.54348,0.37784,0.06977,0.13139,0.09114,0.20463,0.38406,0.267
openai_11600250.txt.json,0.70787,0.32308,0.44367,0.36364,0.16495,0.22695,0.37079,0.16923,0.23239
openai_12202526.txt.json,0.27937,0.52381,0.36439,0.0828,0.15569,0.10811,0.19048,0.35714,0.24845
openai_12791683.txt.json,0.40278,0.43069,0.41627,0.10698,0.11443,0.11058,0.2037,0.21782,0.21052
openai_12920324.txt.json,0.3287,0.60169,0.42515,0.12558,0.23077,0.16265,0.14815,0.27119,0.19162
openai_14668458.txt.json,0.47748,0.28962,0.36055,0.20909,0.12637,0.15753,0.36036,0.21858,0.27211
openai_15070725.txt.json,0.49405,0.51235,0.50303,0.12575,0.13043,0.12805,0.23214,0.24074,0.23636
openai_15314218.txt.json,0.50711,0.47982,0.49309,0.21905,0.20721,0.21297,0.28436,0.26906,0.2765
openai_17329672.txt.json,0.45972,0.48259,0.47088,0.09048,0.095,0.09268,0.27014,0.28358,0.2767
openai_17360565.txt.json,0.40291,0.61029,0.48538,0.13171,0.2,0.15883,0.21845,0.33088,0.26316
openai_17634151.txt.json,0.35814,0.45562,0.40104,0.10748,0.1369,0.12042,0.24651,0.31361,0.27604
openai_17898283.txt.json,0.24601,0.54225,0.33846,0.06731,0.14894,0.09272,0.16613,0.3662,0.22857
openai_18177893.txt.json,0.2561,0.47727,0.33333,0.09796,0.18321,0.12766,0.17886,0.33333,0.2328
openai_18832739.txt.json,0.52964,0.53386,0.53174,0.22222,0.224,0.22311,0.29249,0.29482,0.29365
openai_19538912.txt.json,0.40306,0.51634,0.45272,0.12308,0.15789,0.13833,0.27041,0.34641,0.30373
openai_19682250.txt.json,0.47568,0.50575,0.49025,0.08696,0.09249,0.08964,0.18378,0.1954,0.18941
openai_19716270.txt.json,0.28269,0.55944,0.37559,0.03901,0.07746,0.05189,0.11661,0.23077,0.15493
openai_20150519.txt.json,0.57018,0.51383,0.54054,0.18062,0.1627,0.17119,0.25439,0.22925,0.24117
openai_2018836.txt.json,0.51261,0.55204,0.53159,0.1308,0.14091,0.13567,0.21429,0.23077,0.22222
openai_20396475.txt.json,0.35016,0.68098,0.4625,0.14873,0.29012,0.19665,0.26498,0.51534,0.35
openai_21768294.txt.json,0.36548,0.55814,0.44172,0.13265,0.20312,0.16049,0.18274,0.27907,0.22086
openai_22152042.txt.json,0.32997,0.69504,0.44749,0.13176,0.27857,0.1789,0.24242,0.51064,0.32876
openai_22629486.txt.json,0.27574,0.54348,0.36586,0.08856,0.17518,0.11765,0.19485,0.38406,0.25853
openai_22723755.txt.json,0.33645,0.56693,0.42229,0.03756,0.06349,0.0472,0.14953,0.25197,0.18768
openai_22919255.txt.json,0.26198,0.57746,0.36044,0.10256,0.22695,0.14128,0.21725,0.47887,0.2989
openai_22920823.txt.json,0.35111,0.5302,0.42246,0.08929,0.13514,0.10753,0.18667,0.28188,0.2246
openai_23872561.txt.json,0.43318,0.53409,0.47837,0.12963,0.16,0.14322,0.23502,0.28977,0.25954
